Year;Road Name;From Street;To Street;length_(m);PCI Rating;Geom;geo_point_2d
2021;KINGSWAY AVE;EB STOP BAR AT FRASER ST;EB STOP BAR AT KNIGHT ST;50;GOOD;"{""coordinates"": [[-123.08056838504847, 49.25218616100175], [-123.08001258193046, 49.25192175397747]], ""type"": ""LineString""}";49.25205395748961, -123.08029048348948
2021;HOWE ST;GEORGIA ST;ROBSON ST;50;NO DATA;"{""coordinates"": [[-123.12025858471628, 49.28260351575392], [-123.12074289500777, 49.282284302581466]], ""type"": ""LineString""}";49.2824439091677, -123.12050073986202
2021;HASTINGS ST;RENFREW ST;EB STOP BAR AT CASSIAR CONNECTOR/ HWY 1;50;POOR;"{""coordinates"": [[-123.0396177888493, 49.280973511970764], [-123.03893031694192, 49.280973918338375]], ""type"": ""LineString""}";49.280973715154566, -123.03927405289562
2021;KINGSWAY AVE;EB STOP BAR AT FRASER ST;EB STOP BAR AT KNIGHT ST;50;FAIR;"{""coordinates"": [[-123.08559871043418, 49.254536128792836], [-123.08503835102013, 49.25427586383363]], ""type"": ""LineString""}";49.25440599631323, -123.08531853072716
2021;GRANVILLE ST;NB STOP BAR AT 70TH AVE;NB STOP BAR AT 59TH AVE/ PARK DR;50;VERY POOR;"{""coordinates"": [[-123.14013475903853, 49.21156009892225], [-123.14012320739407, 49.212009794616016]], ""type"": ""LineString""}";49.21178494676913, -123.1401289832163
2021;KNIGHT ST;N END OF SE MARINE DR OVERPASS BR DECK;NB STOP BAR AT 49TH AVE;46;VERY POOR;"{""coordinates"": [[-123.07700100626643, 49.22475436437597], [-123.07698569018173, 49.22516802546094]], ""type"": ""LineString""}";49.22496119491845, -123.07699334822408
2021;GRANVILLE ST;NB STOP BAR AT KING EDWARD AVE;NB STOP BAR AT 16TH AVE;50;POOR;"{""coordinates"": [[-123.1387877187169, 49.24932850115689], [-123.13877137853356, 49.24977813474184]], ""type"": ""LineString""}";49.24955331794936, -123.13877954862522
2021;GRANDVIEW HWY;RUPERT ST;BOUNDARY RD;30;POOR;"{""coordinates"": [[-123.03170976770132, 49.25797774135306], [-123.03129747611003, 49.257977853772786]], ""type"": ""LineString""}";49.257977797562916, -123.03150362190567
2021;KINGSWAY AVE;EB STOP BAR AT 33RD AVE;EB STOP BAR AT EARLES ST;50;FAIR;"{""coordinates"": [[-123.0503608586103, 49.23810259198681], [-123.04980035559808, 49.23784261784072]], ""type"": ""LineString""}";49.237972604913764, -123.05008060710419
2021;GEORGIA ST;HWY 99/1A (CHILCO ST);DENMAN ST;50;VERY POOR;"{""coordinates"": [[-123.13626135295615, 49.294051534086236], [-123.13576510892625, 49.293740185802996]], ""type"": ""LineString""}";49.29389585994461, -123.1360132309412
2021;GRANVILLE ST;41ST AVE;NB STOP BAR AT KING EDWARD AVE;50;FAIR;"{""coordinates"": [[-123.13910067980324, 49.24033584543435], [-123.13908522179824, 49.24078549309883]], ""type"": ""LineString""}";49.240560669266586, -123.13909295080074
2021;HASTINGS ST;CLARK DR;COMMERCIAL DR;50;VERY POOR;"{""coordinates"": [[-123.07124637110037, 49.281094444325056], [-123.070559065797, 49.28108448472283]], ""type"": ""LineString""}";49.281089464523944, -123.07090271844869
2021;GRANVILLE ST BRIDGE;W 6TH AVE;N END OF GRANVILLE ST BR DECK (DRAKE ST);50;VERY GOOD;"{""coordinates"": [[-123.12933823425342, 49.274808685937195], [-123.12886288926579, 49.275133570969054]], ""type"": ""LineString""}";49.274971128453124, -123.1291005617596
2021;GRANDVIEW HWY;NANAIMO ST;RENFREW ST;50;GOOD;"{""coordinates"": [[-123.0517529731107, 49.25744190804691], [-123.05108133433959, 49.25753690765611]], ""type"": ""LineString""}";49.25748940785151, -123.05141715372514
2021;KINGSWAY AVE;EB STOP BAR AT VICTORIA DR;NANAIMO ST;50;GOOD;"{""coordinates"": [[-123.06214913037142, 49.243555987361916], [-123.0616035128086, 49.243283264282]], ""type"": ""LineString""}";49.24341962582196, -123.06187632159002
2021;HOWE ST;SMITHE ST;NELSON ST;50;FAIR;"{""coordinates"": [[-123.1226811790084, 49.28100849691891], [-123.12316613285434, 49.28068971177447]], ""type"": ""LineString""}";49.280849104346686, -123.12292365593137
2021;GRANVILLE ST BRIDGE ON-RAMP;S END OF HEMLOCK ST RAMP BR DECK (N OF 6TH AVE);END OF PAINTED GORE ON NB GRANVILLE ST BR;50;GOOD;"{""coordinates"": [[-123.13559238683527, 49.26631020437382], [-123.13560583120389, 49.266759612316704]], ""type"": ""LineString""}";49.266534908345264, -123.13559910901958
2021;KINGSWAY AVE;EB STOP BAR AT KING EDWARD AVE;EB STOP BAR AT VICTORIA DR;50;GOOD;"{""coordinates"": [[-123.06715890061115, 49.245916590628944], [-123.06659774759406, 49.24565713765441]], ""type"": ""LineString""}";49.24578686414168, -123.0668783241026
2021;GEORGIA ST VIADUCT;GEORGIA ST (W END OF VIADUCT BR DECK);MAIN ST;50;VERY GOOD;"{""coordinates"": [[-123.1025685138751, 49.276881547140945], [-123.10189286944826, 49.27679867229098]], ""type"": ""LineString""}";49.276840109715955, -123.10223069166169
2021;KINGSWAY AVE;EB STOP BAR AT FRASER ST;EB STOP BAR AT KNIGHT ST;50;GOOD;"{""coordinates"": [[-123.08839182730685, 49.255846163554], [-123.08783226705194, 49.25558513709958]], ""type"": ""LineString""}";49.25571565032679, -123.0881120471794
2021;KNIGHT ST;41ST AVE;33RD AVE;18;FAIR;"{""coordinates"": [[-123.07610537964456, 49.2400201832419], [-123.0760961256123, 49.24018198405095]], ""type"": ""LineString""}";49.240101083646415, -123.07610075262843
2021;KINGSWAY AVE;EB STOP BAR AT EARLES ST;EB STOP BAR AT RUPERT ST;50;GOOD;"{""coordinates"": [[-123.0449482468696, 49.23601928599909], [-123.04426961811703, 49.23595227079422]], ""type"": ""LineString""}";49.23598577839665, -123.04460893249329
2021;GRANVILLE ST;NB STOP BAR AT 70TH AVE;NB STOP BAR AT 59TH AVE/ PARK DR;50;VERY GOOD;"{""coordinates"": [[-123.14018078917096, 49.209312096499545], [-123.14017158078853, 49.209761820114444]], ""type"": ""LineString""}";49.209536958307, -123.14017618497974
2021;GRANVILLE ST;NB STOP BAR AT KING EDWARD AVE;NB STOP BAR AT 16TH AVE;50;POOR;"{""coordinates"": [[-123.13865699605135, 49.25292556968587], [-123.13864065493578, 49.253375202971455]], ""type"": ""LineString""}";49.25315038632866, -123.13864882549356
2021;HASTINGS ST;NANAIMO ST;RENFREW ST;50;FAIR;"{""coordinates"": [[-123.05061891747131, 49.2809962757539], [-123.04993145496428, 49.28099397525486]], ""type"": ""LineString""}";49.280995125504376, -123.05027518621779
2021;BUS LOOP;START OF PAINTED GORE ON S-W RAMP;END OG PAINTED GORE ON NB KNIGHT ST;50;GOOD;"{""coordinates"": [[-123.07751507947181, 49.211135428490834], [-123.07682896565078, 49.211129878935765]], ""type"": ""LineString""}";49.2111326537133, -123.07717202256127
2021;GEORGIA ST;HWY 99/1A (CHILCO ST);DENMAN ST;50;VERY POOR;"{""coordinates"": [[-123.13576510892625, 49.293740185802996], [-123.13526887252469, 49.293428836264354]], ""type"": ""LineString""}";49.29358451103367, -123.13551699072548
2021;KNIGHT ST;N END OF SE MARINE DR OVERPASS BR DECK;NB STOP BAR AT 49TH AVE;50;VERY POOR;"{""coordinates"": [[-123.07681187956744, 49.21945871227058], [-123.07703871707085, 49.21988322088349]], ""type"": ""LineString""}";49.219670966577034, -123.07692529831914
2021;HASTINGS ST;COMMERCIAL DR;VICTORIA DR;50;VERY POOR;"{""coordinates"": [[-123.06780984868671, 49.281044606330106], [-123.06712254474762, 49.281034626286655]], ""type"": ""LineString""}";49.281039616308384, -123.06746619671716
2021;GRANVILLE ST BRIDGE;W 6TH AVE;N END OF GRANVILLE ST BR DECK (DRAKE ST);20;VERY POOR;"{""coordinates"": [[-123.12784548918812, 49.27581160794952], [-123.12765177495955, 49.27593923985219]], ""type"": ""LineString""}";49.27587542390085, -123.12774863207383
2021;KINGSWAY AVE;EB STOP BAR AT KING EDWARD AVE;EB STOP BAR AT VICTORIA DR;50;GOOD;"{""coordinates"": [[-123.0677200608812, 49.24617604086273], [-123.06715890061115, 49.245916590628944]], ""type"": ""LineString""}";49.246046315745836, -123.06743948074616
2021;GRANVILLE ST BRIDGE ON-RAMP;N END OF HOWE ST RAMP BR DECK;END OF PAINTED GORE ON GRANVILLE ST BR SB;3;NO DATA;"{""coordinates"": [[-123.13118751159519, 49.27408526065445], [-123.13120589121438, 49.27406110299004]], ""type"": ""LineString""}";49.274073181822246, -123.13119670140478
2021;KNIGHT ST;NB CURB LANE STOP BAR AT KINGSWAY AVE;CLARKE DR (E 14AVE);50;FAIR;"{""coordinates"": [[-123.0756811658918, 49.25306353240147], [-123.07567001205217, 49.253513233293546]], ""type"": ""LineString""}";49.25328838284751, -123.07567558897199
2021;KINGSWAY AVE;EB STOP BAR AT RUPERT ST;JOYCE ST;50;GOOD;"{""coordinates"": [[-123.03841234138032, 49.235078335852386], [-123.0378297357018, 49.23484014321565]], ""type"": ""LineString""}";49.23495923953402, -123.03812103854108
2021;GRANVILLE ST;49TH AVE;41ST AVE;32;VERY POOR;"{""coordinates"": [[-123.13932046577794, 49.234040761149124], [-123.13931041502319, 49.234328533233004]], ""type"": ""LineString""}";49.234184647191064, -123.13931544040057
2021;KINGSWAY AVE;EB STOP BAR AT FRASER ST;EB STOP BAR AT KNIGHT ST;50;GOOD;"{""coordinates"": [[-123.07835425560826, 49.251133011845525], [-123.07781593588308, 49.25085394172286]], ""type"": ""LineString""}";49.25099347678419, -123.07808509574568
2021;HASTINGS ST;EB STOP BAR AT CAMBIE ST;EB STOP BAR AT CARRALL ST;31;VERY POOR;"{""coordinates"": [[-123.1072583087215, 49.28186235195926], [-123.10684860923938, 49.28178542607136]], ""type"": ""LineString""}";49.281823889015314, -123.10705345898043
2021;GEORGIA ST;SEYMOUR ST;RICHARDS ST;50;VERY POOR;"{""coordinates"": [[-123.11722044834447, 49.281707539114876], [-123.11673166204454, 49.281391265120504]], ""type"": ""LineString""}";49.28154940211769, -123.11697605519448
2021;GRANVILLE ST;41ST AVE;NB STOP BAR AT KING EDWARD AVE;50;FAIR;"{""coordinates"": [[-123.1388996962538, 49.24618125859947], [-123.13888423333601, 49.24663090578474]], ""type"": ""LineString""}";49.24640608219211, -123.13889196479491
2021;GEORGIA ST VIADUCT;GEORGIA ST (W END OF VIADUCT BR DECK);MAIN ST;50;GOOD;"{""coordinates"": [[-123.11071551933222, 49.27764328734597], [-123.11012903539321, 49.277410725010306]], ""type"": ""LineString""}";49.27752700617813, -123.11042227736272
2021;HOWE ST;PENDER ST;GEORGIA ST;50;GOOD;"{""coordinates"": [[-123.11686506505643, 49.28483607577569], [-123.11734977993547, 49.28451711132497]], ""type"": ""LineString""}";49.28467659355033, -123.11710742249595
2021;KINGSWAY AVE;EB STOP BAR AT FRASER ST;EB STOP BAR AT KNIGHT ST;50;GOOD;"{""coordinates"": [[-123.08335560055929, 49.25349782521901], [-123.08279680961058, 49.25323611797357]], ""type"": ""LineString""}";49.25336697159629, -123.08307620508494
2021;GRANVILLE ST;NB STOP BAR AT 59TH AVE/ PARK DR;49TH AVE;50;GOOD;"{""coordinates"": [[-123.13980531575068, 49.22055125463725], [-123.13978806673713, 49.22100087553051]], ""type"": ""LineString""}";49.22077606508388, -123.1397966912439
2021;MAIN ST;NB STOP BAR AT 2ND AVE;TERMINAL AVE;50;VERY GOOD;"{""coordinates"": [[-123.0999823193366, 49.27155973323954], [-123.09979416689077, 49.271992015069515]], ""type"": ""LineString""}";49.27177587415453, -123.0998882431137
2021;GRANVILLE ST;41ST AVE;NB STOP BAR AT KING EDWARD AVE;50;POOR;"{""coordinates"": [[-123.13899246529738, 49.243483375613756], [-123.13897700401317, 49.243933023020986]], ""type"": ""LineString""}";49.24370819931737, -123.13898473465528
2021;KINGSWAY AVE;EB STOP BAR AT 33RD AVE;EB STOP BAR AT EARLES ST;50;GOOD;"{""coordinates"": [[-123.05092136750528, 49.23836256339976], [-123.0503608586103, 49.23810259198681]], ""type"": ""LineString""}";49.23823257769328, -123.05064111305781
2021;GEORGIA ST;DENMAN ST;SB STOP BAR AT THURLOW ST;50;FAIR;"{""coordinates"": [[-123.12897021108199, 49.28928880747289], [-123.12848696508757, 49.28896886239095]], ""type"": ""LineString""}";49.28912883493192, -123.12872858808477
2021;HASTINGS ST;COMMERCIAL DR;VICTORIA DR;50;VERY POOR;"{""coordinates"": [[-123.06918445600805, 49.281064553253614], [-123.06849715152278, 49.28105458138663]], ""type"": ""LineString""}";49.28105956732012, -123.06884080376541
2021;GRANVILLE ST BRIDGE;W 6TH AVE;N END OF GRANVILLE ST BR DECK (DRAKE ST);50;VERY GOOD;"{""coordinates"": [[-123.1326982524315, 49.27255166692906], [-123.1322159157722, 49.272872083524184]], ""type"": ""LineString""}";49.27271187522662, -123.13245708410184
2021;GRANDVIEW HWY;NANAIMO ST;RENFREW ST;25;FAIR;"{""coordinates"": [[-123.04838711291953, 49.25792872953049], [-123.04805484517414, 49.2579859023548]], ""type"": ""LineString""}";49.25795731594264, -123.04822097904685
2021;HOWE ST;DAVIE ST;N END OF HOWE ST RAMP BR DECK;23;NO DATA;"{""coordinates"": [[-123.12924047393588, 49.27668344919031], [-123.12945956206363, 49.27653427782324]], ""type"": ""LineString""}";49.27660886350677, -123.12935001799976
2021;GRANVILLE ST;NB STOP BAR AT 70TH AVE;NB STOP BAR AT 59TH AVE/ PARK DR;29;VERY POOR;"{""coordinates"": [[-123.1399451132299, 49.216954153510386], [-123.1399347514598, 49.217214927549186]], ""type"": ""LineString""}";49.21708454052978, -123.13993993234484
2021;HASTINGS ST;EB STOP BAR AT COLUMBIA ST;MAIN ST;27;POOR;"{""coordinates"": [[-123.10000713832359, 49.28121256610189], [-123.09963608675068, 49.281204898024555]], ""type"": ""LineString""}";49.28120873206322, -123.09982161253714
2021;HOWE ST;ROBSON ST;SMITHE ST;50;FAIR;"{""coordinates"": [[-123.12171194074278, 49.28164634548584], [-123.12219659447456, 49.281327361474254]], ""type"": ""LineString""}";49.28148685348005, -123.12195426760866
2021;KNIGHT ST;41ST AVE;33RD AVE;50;VERY GOOD;"{""coordinates"": [[-123.07634518541573, 49.23865620677202], [-123.07622015615294, 49.23909826702527]], ""type"": ""LineString""}";49.238877236898645, -123.07628267078434
2021;HASTINGS ST;SEYMOUR ST;RICHARDS ST;50;VERY POOR;"{""coordinates"": [[-123.1129997302963, 49.284573829604255], [-123.11251803963619, 49.28425291288222]], ""type"": ""LineString""}";49.28441337124324, -123.11275888496624
2021;GEORGIA ST;SB STOP BAR AT HOWE ST;SEYMOUR ST;44;POOR;"{""coordinates"": [[-123.11770890680766, 49.28202440144357], [-123.11727938591922, 49.28174567553613]], ""type"": ""LineString""}";49.28188503848985, -123.11749414636344
2021;GRANVILLE ST;41ST AVE;NB STOP BAR AT KING EDWARD AVE;50;GOOD;"{""coordinates"": [[-123.13927334415759, 49.23538969210821], [-123.13925763640096, 49.235839336886514]], ""type"": ""LineString""}";49.23561451449736, -123.13926549027927
2021;HASTINGS ST;NANAIMO ST;RENFREW ST;28;VERY GOOD;"{""coordinates"": [[-123.04443226877048, 49.28097255886179], [-123.04404729375946, 49.28097079927482]], ""type"": ""LineString""}";49.280971679068294, -123.04423978126496
2021;MAIN ST;NB STOP BAR AT 2ND AVE;TERMINAL AVE;42;POOR;"{""coordinates"": [[-123.10040709503421, 49.26901762314996], [-123.10040036028283, 49.26939535981128]], ""type"": ""LineString""}";49.26920649148061, -123.1004037276585
2021;GEORGIA ST;SB STOP BAR AT THURLOW ST;SB STOP BAR AT BURRARD ST;32;VERY GOOD;"{""coordinates"": [[-123.1234297029082, 49.285682602442236], [-123.12311434102233, 49.285481868878705]], ""type"": ""LineString""}";49.28558223566048, -123.12327202196526
2021;GRANVILLE ST;49TH AVE;41ST AVE;50;FAIR;"{""coordinates"": [[-123.1394686212734, 49.22954447208091], [-123.13945400490849, 49.22999413221792]], ""type"": ""LineString""}";49.229769302149414, -123.13946131309095
2021;HASTINGS ST;MAIN ST;CLARK DR;12;VERY POOR;"{""coordinates"": [[-123.07811943633716, 49.28119381369489], [-123.07795448249738, 49.28119143343109]], ""type"": ""LineString""}";49.28119262356299, -123.07803695941728
2021;KNIGHT ST BRIDGE ON-RAMP;S END OF MARINE DR OVERPASS BR DECK;END OF PAINTED GORE ON EB SE MARINE DR;13;VERY GOOD;"{""coordinates"": [[-123.07782783951149, 49.210873955460464], [-123.07768038511216, 49.21093984535144]], ""type"": ""LineString""}";49.21090690040595, -123.07775411231181
2021;KNIGHT ST;N END OF SE MARINE DR OVERPASS BR DECK;NB STOP BAR AT 49TH AVE;50;VERY POOR;"{""coordinates"": [[-123.07678990652936, 49.21400654390649], [-123.07678402605048, 49.21445629123486]], ""type"": ""LineString""}";49.21423141757067, -123.07678696628992
2021;KNIGHT ST;KING EDWARD AVE;NB CURB LANE STOP BAR AT KINGSWAY AVE;31;VERY GOOD;"{""coordinates"": [[-123.07580116284637, 49.24918750149442], [-123.07579325870314, 49.249466305651815]], ""type"": ""LineString""}";49.24932690357312, -123.07579721077477
2021;HASTINGS ST;EB STOP BAR AT CASSIAR CONNECTOR/ HWY 1;EB STOP BAR AT BOUNDARY RD;50;POOR;"{""coordinates"": [[-123.02930613203628, 49.28096934888742], [-123.02861866105675, 49.280969010272344]], ""type"": ""LineString""}";49.28096917957988, -123.02896239654653
2021;KINGSWAY AVE;EB STOP BAR AT 12TH AVE;EB STOP BAR AT FRASER ST;50;GOOD;"{""coordinates"": [[-123.0924345982127, 49.257372452008134], [-123.09177414407196, 49.257250299968085]], ""type"": ""LineString""}";49.25731137598812, -123.09210437114234
2021;MAIN ST;TERMINAL AVE;GEORGIA ST VIADUCT (PRIOR ST);12;GOOD;"{""coordinates"": [[-123.0996716026486, 49.274285029175864], [-123.09966808073516, 49.27439294659576]], ""type"": ""LineString""}";49.27433898788581, -123.09966984169186
2021;MAIN ST;5TH AVE;END OF MEDIAN 3RD AVE;50;VERY GOOD;"{""coordinates"": [[-123.10050489712454, 49.26669569193199], [-123.10048817890953, 49.267145318080196]], ""type"": ""LineString""}";49.2669205050061, -123.10049653801704
2021;GRANVILLE ST BRIDGE ON-RAMP;DAVIE ST;N END OF HOWE ST RAMP BR DECK;16;NO DATA;"{""coordinates"": [[-123.12953312195283, 49.276486527190094], [-123.12968916617315, 49.27638508703795]], ""type"": ""LineString""}";49.27643580711403, -123.129611144063
2021;KNIGHT ST;NB CURB LANE STOP BAR AT KINGSWAY AVE;CLARKE DR (E 14AVE);50;FAIR;"{""coordinates"": [[-123.07569231953205, 49.25261383057373], [-123.0756811658918, 49.25306353240147]], ""type"": ""LineString""}";49.2528386814876, -123.07568674271192
2021;GRANVILLE ST;49TH AVE;41ST AVE;50;GOOD;"{""coordinates"": [[-123.1395124674517, 49.228195490551286], [-123.13949785185699, 49.22864515079866]], ""type"": ""LineString""}";49.22842032067497, -123.13950515965433
2021;GEORGIA ST VIADUCT;GEORGIA ST (W END OF VIADUCT BR DECK);MAIN ST;50;VERY GOOD;"{""coordinates"": [[-123.11128472767227, 49.277929393675066], [-123.1107410471148, 49.2776547434369]], ""type"": ""LineString""}";49.27779206855598, -123.11101288739353
2021;KINGSWAY AVE;EB STOP BAR AT FRASER ST;EB STOP BAR AT KNIGHT ST;6;VERY GOOD;"{""coordinates"": [[-123.09013754583192, 49.25666011965466], [-123.09007030920874, 49.256628877733505]], ""type"": ""LineString""}";49.25664449869409, -123.09010392752035
2021;HOWE ST;PENDER ST;GEORGIA ST;50;FAIR;"{""coordinates"": [[-123.11831963069892, 49.283879648980914], [-123.1188046835094, 49.28356091099831]], ""type"": ""LineString""}";49.28372027998961, -123.11856215710414
2021;KINGSWAY AVE;EB STOP BAR AT FRASER ST;EB STOP BAR AT KNIGHT ST;30;GOOD;"{""coordinates"": [[-123.07676740954135, 49.25027997872249], [-123.07645115880783, 49.250106882807586]], ""type"": ""LineString""}";49.25019343076504, -123.07660928417458
2021;HASTINGS ST;EB STOP BAR AT CAMBIE ST;EB STOP BAR AT CARRALL ST;27;FAIR;"{""coordinates"": [[-123.10986137485884, 49.282485034335416], [-123.10957049643098, 49.28233610572665]], ""type"": ""LineString""}";49.28241057003103, -123.1097159356449
2021;KNIGHT ST BRIDGE OFF-RAMP;START OF PAINTED GORE ON NB KNIGHT ST;END OF PAINTED GORE ON EB SE MARINE DR;50;VERY GOOD;"{""coordinates"": [[-123.07623020025348, 49.20977077188284], [-123.07562033088708, 49.209974685776146]], ""type"": ""LineString""}";49.20987272882949, -123.07592526557028
2021;GRANVILLE ST;NB STOP BAR AT KING EDWARD AVE;NB STOP BAR AT 16TH AVE;50;POOR;"{""coordinates"": [[-123.13875503943858, 49.25022776918746], [-123.1387387000528, 49.25067740269633]], ""type"": ""LineString""}";49.2504525859419, -123.13874686974569
2021;LOUGHEED HWY;RUPERT ST;X-WALK EAST OF SKEENA ST;50;VERY GOOD;"{""coordinates"": [[-123.03302951689965, 49.261723042632696], [-123.0323423241616, 49.26172042603586]], ""type"": ""LineString""}";49.26172173433427, -123.03268592053062
2021;GRANVILLE ST;NB STOP BAR AT 16TH AVE;NB STOP BAR AT 12TH AVE;50;VERY POOR;"{""coordinates"": [[-123.13844480986546, 49.25877082345864], [-123.13842854334283, 49.25922045706617]], ""type"": ""LineString""}";49.258995640262405, -123.13843667660414
2021;HASTINGS ST;VICTORIA DR;NANAIMO ST;50;FAIR;"{""coordinates"": [[-123.06024187363379, 49.281014152937054], [-123.05955440122608, 49.28101449850585]], ""type"": ""LineString""}";49.28101432572145, -123.05989813742995
2021;MAIN ST;TERMINAL AVE;GEORGIA ST VIADUCT (PRIOR ST);15;GOOD;"{""coordinates"": [[-123.09974359446244, 49.27279923958872], [-123.09973649783795, 49.27293408722905]], ""type"": ""LineString""}";49.27286666340889, -123.09974004615019
2021;HASTINGS ST;RICHARDS ST;HOMER ST;50;VERY POOR;"{""coordinates"": [[-123.1120363538511, 49.283931993231654], [-123.11155467569503, 49.28361107244898]], ""type"": ""LineString""}";49.28377153284032, -123.11179551477305
2021;HEMLOCK ST;;;25;VERY GOOD;"{""coordinates"": [[-123.13578897439454, 49.265810754998036], [-123.13578785959048, 49.266035633704604]], ""type"": ""LineString""}";49.265923194351316, -123.13578841699251
2021;MAIN ST;KINGSWAY AVE;5TH AVE;19;VERY GOOD;"{""coordinates"": [[-123.10053142596796, 49.26624310948292], [-123.10052047829771, 49.266413868620916]], ""type"": ""LineString""}";49.26632848905192, -123.10052595213284
2021;HOWE ST;NELSON ST;DAVIE ST;50;VERY GOOD;"{""coordinates"": [[-123.12655943075283, 49.27845724313303], [-123.12704407292685, 49.27813827189031]], ""type"": ""LineString""}";49.27829775751167, -123.12680175183986
2021;GRANVILLE ST BRIDGE;W 6TH AVE;N END OF GRANVILLE ST BR DECK (DRAKE ST);50;POOR;"{""coordinates"": [[-123.13812162833219, 49.26776546665172], [-123.13811406834144, 49.268215135876744]], ""type"": ""LineString""}";49.267990301264234, -123.1381178483368
2021;HASTINGS ST;EB STOP BAR AT CASSIAR CONNECTOR/ HWY 1;EB STOP BAR AT BOUNDARY RD;50;POOR;"{""coordinates"": [[-123.0299936057738, 49.28096968431119], [-123.02930613341123, 49.28096934888706]], ""type"": ""LineString""}";49.28096951659912, -123.0296498695925
2021;MARINE WAY;SE MARINE DR;BOUNDARY RD;50;VERY GOOD;"{""coordinates"": [[-123.03111578156754, 49.206729096038984], [-123.03043472489443, 49.2066728698157]], ""type"": ""LineString""}";49.206700982927345, -123.03077525323098
2021;MAIN ST;TERMINAL AVE;GEORGIA ST VIADUCT (PRIOR ST);50;VERY GOOD;"{""coordinates"": [[-123.09968910589511, 49.27383469061004], [-123.09967163004137, 49.274284296044335]], ""type"": ""LineString""}";49.27405949332719, -123.09968036796823
2021;KNIGHT ST BRIDGE OFF-RAMP;START OF PAINTED GORE ON NB KNIGHT ST;END OF PAINTED GORE ON EB SE MARINE DR;37;GOOD;"{""coordinates"": [[-123.07465393440323, 49.210708175832], [-123.07433167430528, 49.21096529086913]], ""type"": ""LineString""}";49.21083673335057, -123.07449280435426
2021;GRANDVIEW HWY;RUPERT ST;BOUNDARY RD;16;FAIR;"{""coordinates"": [[-123.02579940540588, 49.25798724593037], [-123.0255795181144, 49.25798775177859]], ""type"": ""LineString""}";49.25798749885448, -123.02568946176015
2021;HASTINGS ST;COMMERCIAL DR;VICTORIA DR;50;VERY POOR;"{""coordinates"": [[-123.06643524108185, 49.28102464215494], [-123.06574793768955, 49.28101465393501]], ""type"": ""LineString""}";49.281019648044975, -123.06609158938572
2021;GRANDVIEW HWY;RENFREW ST;RUPERT ST;50;POOR;"{""coordinates"": [[-123.03610754450737, 49.25797645066494], [-123.03542039190246, 49.25797666336932]], ""type"": ""LineString""}";49.25797655701713, -123.03576396820492
2021;HASTINGS ST;COMMERCIAL DR;VICTORIA DR;7;VERY POOR;"{""coordinates"": [[-123.06653146443136, 49.28102604041289], [-123.06643524245679, 49.281024642154144]], ""type"": ""LineString""}";49.28102534128352, -123.06648335344408
2021;GRANVILLE ST BRIDGE;W 6TH AVE;N END OF GRANVILLE ST BR DECK (DRAKE ST);50;VERY GOOD;"{""coordinates"": [[-123.13221424023992, 49.272873206242444], [-123.13173617590495, 49.27319636665627]], ""type"": ""LineString""}";49.27303478644936, -123.13197520807243
2021;KNIGHT ST;NB CURB LANE STOP BAR AT KINGSWAY AVE;CLARKE DR (E 14AVE);50;GOOD;"{""coordinates"": [[-123.07570347297428, 49.25216412870982], [-123.07569231953205, 49.25261383057373]], ""type"": ""LineString""}";49.25238897964178, -123.07569789625316
2021;HASTINGS ST;EB STOP BAR AT BOUNDARY RD;GILMORE AVE;23;VERY POOR;"{""coordinates"": [[-123.02380635754703, 49.28096651914908], [-123.02349012029343, 49.280966349094555]], ""type"": ""LineString""}";49.28096643412182, -123.02364823892023
2021;KINGSWAY AVE;EB STOP BAR AT RUPERT ST;JOYCE ST;50;GOOD;"{""coordinates"": [[-123.03670124767031, 49.234352403423586], [-123.03614764417732, 49.23408620253752]], ""type"": ""LineString""}";49.23421930298055, -123.03642444592383
2021;HASTINGS ST;MAIN ST;CLARK DR;50;FAIR;"{""coordinates"": [[-123.08695095875419, 49.280945509223116], [-123.08626378940477, 49.280932161796635]], ""type"": ""LineString""}";49.28093883550988, -123.08660737407948
2021;GRANVILLE ST;NB STOP BAR AT KING EDWARD AVE;NB STOP BAR AT 16TH AVE;50;VERY POOR;"{""coordinates"": [[-123.13860797183712, 49.2542744685315], [-123.13859162847977, 49.25472410080761]], ""type"": ""LineString""}";49.25449928466955, -123.13859980015845
2021;HASTINGS ST;EB STOP BAR AT CAMBIE ST;EB STOP BAR AT CARRALL ST;50;POOR;"{""coordinates"": [[-123.10817022610432, 49.2820335688451], [-123.10750941601779, 49.28190949979994]], ""type"": ""LineString""}";49.28197153432253, -123.10783982106105
2021;HASTINGS ST;HOMER ST;HAMILTON ST;48;POOR;"{""coordinates"": [[-123.11059133676132, 49.28296922389478], [-123.11012894345045, 49.282661133667915]], ""type"": ""LineString""}";49.28281517878135, -123.1103601401059
2021;HASTINGS ST;MAIN ST;CLARK DR;50;FAIR;"{""coordinates"": [[-123.07927499017421, 49.28088493736377], [-123.07865000305438, 49.28107063812743]], ""type"": ""LineString""}";49.2809777877456, -123.0789624966143
2021;GRANDVIEW HWY;RENFREW ST;RUPERT ST;25;FAIR;"{""coordinates"": [[-123.03542039190246, 49.25797666336932], [-123.03507681559701, 49.25797676818899]], ""type"": ""LineString""}";49.25797671577915, -123.03524860374975
