HBLOCK,latitude,longitude,pavement_Year,pavement_Road Name,pavement_From Street,pavement_To Street,pavement_length_(m),pavement_FAIR,pavement_GOOD,pavement_NO DATA,pavement_POOR,pavement_VERY GOOD,pavement_VERY POOR,streetlight_count,avg_distance_to_streetlight_meters,curb_ramp_count,avg_distance_to_curb_ramp_meters,under_construction,construction_distance,construction_location,construction_completion,geometry_text,*pavement_length_(m),*avg_distance_to_streetlight_meters,*avg_distance_to_curb_ramp_meters,*construction_distance,*streetlight_count,*curb_ramp_count,k=7 clustering
2500 CARNARVON ST,49.26392149814961,-123.17205035359652,2021.0,BROADWAY AVE,EB STOP BAR AT BLENHEIM ST,EB STOP BAR AT MACDONALD ST,50.0,0,0,False,0,1,0,13,29.011562936047124,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487483.045 5456833.633, 487481.815 5456785.56)",0.9156532848244208,0.8481743546665004,-3.364136263006617e-15,0.0,0.055793991416309016,0.0,0
2200 BAYSWATER ST,49.26606055673204,-123.17114909544348,,,,,43.842981760507534,0,0,,0,0,0,6,24.85490816847977,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487549.155 5457071.373, 487547.924 5457023.122)",-1.0566978441507719e-15,0.04650005659661848,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
2200 TRUTCH ST,49.26654197992587,-123.17582504963744,,,,,43.842981760507534,0,0,,0,0,0,5,28.6277354144261,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487209.09 5457124.927, 487207.867 5457078.169)",-1.0566978441507719e-15,0.7741473603208718,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,0
2700 BLENHEIM ST,49.26220303686293,-123.17791736769466,,,,,43.842981760507534,0,0,,0,0,0,7,21.330518904476403,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487055.785 5456644.666, 487054.464 5456594.419)",-1.0566978441507719e-15,-0.6332321914097455,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,4
1600 WATERLOO ST,49.2714819641359,-123.1795861382794,,,,,43.842981760507534,0,0,,0,0,0,8,25.75949469923084,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (486936.873 5457680.013, 486935.444 5457622.729)",-1.0566978441507719e-15,0.22096337208330244,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,0
1700 WATERLOO ST,49.27053673706197,-123.17961964422187,,,,,43.842981760507534,0,0,,0,0,0,4,27.505884741993825,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (486934.105 5457571.061, 486932.838 5457521.53)",-1.0566978441507719e-15,0.5577813398905271,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,0
3200 W 4TH AV,49.26848133726086,-123.17672132027776,,,,,43.842981760507534,0,0,,0,0,0,34,22.762002876412367,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487214.044 5457315.487, 487073.511 5457319.112)",-1.0566978441507719e-15,-0.3571486644942628,-3.364136263006617e-15,0.0,0.1459227467811159,0.0,4
3300 W 15TH AV,49.25882251241921,-123.17867191327292,,,,,43.842981760507534,0,0,,0,0,0,6,17.127520777795926,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487045.336 5456242.578, 486953.339 5456245.139)",-1.0566978441507719e-15,-1.443844513435116,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,4
6500 SOPHIA ST,49.22490972777703,-123.09959283246238,,,,,43.842981760507534,0,0,,0,0,0,8,31.85562452117632,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492748.96 5452489.565, 492747.81 5452436.816)",-1.0566978441507719e-15,1.3966950287229414,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,0
6500 PRINCE EDWARD ST,49.22534442436778,-123.09753131172148,,,,,43.842981760507534,0,0,,0,0,0,12,20.51199059852168,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492898.779 5452537.643, 492898.325 5452484.997)",-1.0566978441507719e-15,-0.7910978650871898,-3.364136263006617e-15,0.0,0.05150214592274678,0.0,4
6400 PRINCE EDWARD ST,49.2263450518997,-123.09749545694596,,,,,43.842981760507534,0,0,,0,0,0,6,28.529934903762793,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492901.936 5452648.821, 492900.676 5452596.291)",-1.0566978441507719e-15,0.7552850395073571,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
400 E 49TH AV,49.2255524735081,-123.09580975912482,,,,,43.842981760507534,0,0,,0,0,0,15,13.38368093351139,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492898.779 5452537.643, 493149.083 5452530.937)",-1.0566978441507719e-15,-2.1659011544318783,-3.364136263006617e-15,0.0,0.06437768240343347,0.0,4
5900 SOPHIA ST,49.230462952596106,-123.0994520191904,,,,,43.842981760507534,0,0,,0,0,0,5,25.83668428416693,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492759.482 5453105.684, 492759.417 5453055.37)",-1.0566978441507719e-15,0.2358505613694512,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,0
6200 SOPHIA ST,49.22774722520819,-123.09945204159064,,,,,43.842981760507534,0,0,,0,0,0,9,28.725044179890485,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492759.085 5452803.824, 492759.017 5452753.417)",-1.0566978441507719e-15,0.7929148405692649,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
200 NATIONAL AV,49.27491518266257,-123.09951624826704,2021.0,MAIN ST,TERMINAL AVE,GEORGIA ST VIADUCT (PRIOR ST),22.0,0,1,False,0,0,0,23,29.53326562922338,0,28.491826787418614,1,0.5889620659666911,"Prior St, Station, National Ave, Dunlevy Ave",2027-01-02,"LINESTRING (492730.974 5458023.265, 492791.578 5458021.321)",-3.248422730191124,0.948792679675486,-3.364136263006617e-15,-1.7929406191303838,0.09871244635193133,0.0,1
1000 GEORGE ST,49.275425384537535,-123.07946596974207,,,,,43.842981760507534,0,0,,0,0,0,3,11.456345706951714,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494220.774 5458127.776, 494218.776 5458026.796)",-1.0566978441507719e-15,-2.5376171619659464,-3.364136263006617e-15,0.0,0.012875536480686695,0.0,4
1000-1100 RAYMUR AV,49.27502650095742,-123.0826788545562,,,,,43.842981760507534,0,0,,0,0,0,9,18.695728780817465,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493988.569 5458119.419, 493983.484 5457946.966)",-1.0566978441507719e-15,-1.1413916708610323,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,4
1100 CHARLES ST,49.27316361498987,-123.07926293249912,2021.0,CLARK DR,1ST AVE,VENABLES ST,50.0,1,0,False,0,0,0,5,22.0267037802328,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494191.832 5457826.723, 494276.728 5457824.934)",0.9156532848244208,-0.49896231507707395,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
1100 WILLIAM ST,49.2740892762684,-123.0810824099255,,,,,43.842981760507534,0,0,,0,0,0,4,19.48468265177239,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494076.797 5457929.405, 494127.28 5457928.345)",-1.0566978441507719e-15,-0.9892298782478199,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,4
1800 SCOTIA ST,49.268236991476506,-123.09756842924904,,,,,43.842981760507534,0,0,,0,0,0,12,32.08305215565946,0,28.491826787418614,1,0.0,Various Locations,2027-12-02,"LINESTRING (492916.195 5457295.883, 492887.806 5457263.498)",-1.0566978441507719e-15,1.440557918337579,-3.364136263006617e-15,-1.8405048147853478,0.05150214592274678,0.0,2
200 E 1ST AV,49.26879979444095,-123.09810188959372,,,,,43.842981760507534,0,0,,0,0,0,17,26.87047074784132,0,28.491826787418614,1,0.2648468601009519,Various Locations,2027-12-02,"LINESTRING (492810.352 5457388.733, 492916.195 5457295.883)",-1.0566978441507719e-15,0.4352320553743853,-3.364136263006617e-15,-1.8191159535999195,0.07296137339055794,0.0,2
1400 WILLIAM ST,49.27398647895423,-123.0739415268419,,,,,43.842981760507534,0,0,,0,0,0,6,30.870215582793616,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494583.725 5457918.382, 494659.19 5457915.447)",-1.0566978441507719e-15,1.2066438786602507,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
1300 WOODLAND DRIVE,49.27284086528343,-123.07342823349384,,,,,43.842981760507534,0,0,,0,0,0,6,28.060862622771214,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494659.191 5457814.378, 494658.151 5457764.661)",-1.0566978441507719e-15,0.6648172925724731,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
1300 MCLEAN DRIVE,49.27240830200846,-123.0744792488336,,,,,43.842981760507534,0,0,,0,0,0,7,25.068198995921648,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494582.398 5457765.615, 494581.943 5457717.397)",-1.0566978441507719e-15,0.08763644726066241,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
1800 COTTON DRIVE,49.26848604532677,-123.07157787856109,2021.0,1ST AVE,CLARK DR,COMMERCIAL DR,50.0,0,0,False,0,1,0,5,21.807745648766165,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494793.164 5457330.406, 494792.459 5457280.12)",0.9156532848244208,-0.541191731799343,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
6800 TODERICK ST,49.22164267829816,-123.0310155769132,,,,,43.842981760507534,0,0,,0,0,0,4,28.99034387845721,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497743.157 5452111.617, 497743.163 5452111.585, 497743.188 5452111.425, 497743.21 5452111.265, 497743.23 5452111.104, 497743.246 5452110.944, 497743.26 5452110.783, 497743.271 5452110.621, 497743.279 5452110.46, 497743.285 5452110.298, 497743.287 5452110.137, 497743.287 5452109.975, 497743.284 5452109.814, 497743.278 5452109.652, 497743.27 5452109.491, 497743.258 5452109.329, 497743.244 5452109.168, 497743.227 5452109.008, 497743.225 5452108.994, 497739.519 5452079.774)",-1.0566978441507719e-15,0.8440819356299649,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,0
7000 MAIN ST,49.220605668885625,-123.10181385759913,,,,,43.842981760507534,0,0,,0,0,0,19,25.941565271183297,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492587.269 5452035.056, 492584.776 5451934.795)",-1.0566978441507719e-15,0.25607846008821544,-3.364136263006617e-15,0.0,0.0815450643776824,0.0,0
5800 COLUMBIA ST,49.23165141956622,-123.11081358512236,,,,,43.842981760507534,0,0,,0,0,0,5,27.8530156813911,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (491933.189 5453237.627, 491931.752 5453189.969)",-1.0566978441507719e-15,0.6247308384033693,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,0
5800 ONTARIO ST,49.231511000417214,-123.10571557613405,,,,,43.842981760507534,0,0,,0,0,0,8,26.24333249872339,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (492304.911 5453220.195, 492302.284 5453175.118)",-1.0566978441507719e-15,0.3142788745672557,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,0
2900 W 35TH AV,49.24042280103337,-123.17163419755282,,,,,43.842981760507534,0,0,,0,0,0,10,19.03954598660336,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487607.434 5454196.343, 487406.124 5454198.011)",-1.0566978441507719e-15,-1.075081276439206,-3.364136263006617e-15,0.0,0.04291845493562232,0.0,4
2800 W 35TH AV,49.24041296037629,-123.16914162994708,,,,,43.842981760507534,0,0,,0,0,0,9,20.216300418639296,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487768.986 5454195.005, 487607.434 5454196.343)",-1.0566978441507719e-15,-0.8481262281961371,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,4
5200 MACKENZIE ST,49.23923062207087,-123.17026184379608,,,,,43.842981760507534,0,0,,0,0,0,8,28.118150515988,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487606.586 5454090.801, 487606.162 5454038.031)",-1.0566978441507719e-15,0.6758661369318391,-3.364136263006617e-15,0.0,0.034334763948497854,0.0,0
5500 CARNARVON ST,49.23639421309086,-123.17304046629664,,,,,43.842981760507534,0,0,,0,0,0,5,24.42708419205527,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487403.497 5453775.75, 487403.288 5453723.354)",-1.0566978441507719e-15,-0.036012325397112015,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,0
5400 BALACLAVA ST,49.23735304481892,-123.17580429337738,,,,,43.842981760507534,0,0,,0,0,0,2,26.77949286650034,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487202.664 5453882.997, 487202.227 5453830.221)",-1.0566978441507719e-15,0.4176855827317706,-3.364136263006617e-15,0.0,0.008583690987124463,0.0,0
5700 CARNARVON ST,49.23450079630172,-123.17304735535213,2021.0,41ST AVE,BLENHEIM ST,MACDONALD ST,50.0,0,0,False,0,1,0,12,23.131276641718575,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487402.688 5453566.15, 487402.131 5453511.975)",0.9156532848244208,-0.28592858412883726,-3.364136263006617e-15,0.0,0.05150214592274678,0.0,4
6000 CARNARVON ST,49.231678476410266,-123.17307997499272,,,,,43.842981760507534,0,0,,0,0,0,4,26.54301340410584,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487399.561 5453250.137, 487399.073 5453200.486)",-1.0566978441507719e-15,0.3720769099831301,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,0
2900 W 43RD AV,49.23279189679503,-123.171687496701,,,,,43.842981760507534,0,0,,0,0,0,7,17.262985927203886,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (487601.412 5453348.278, 487400.536 5453349.442)",-1.0566978441507719e-15,-1.4177179923172427,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,4
600 E 65TH AV,49.21181442486439,-123.09139036869963,2021.0,SE MARINE DR,MAIN ST,FRASER ST,50.0,0,1,False,0,0,0,17,27.61030807494659,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493320.978 5451006.809, 493366.761 5451006.469)",0.9156532848244208,0.5779209730398105,-3.364136263006617e-15,0.0,0.07296137339055794,0.0,0
500 E 63RD AV,49.21317508834348,-123.09376820826986,,,,,43.842981760507534,0,0,,0,0,0,5,22.49791938549685,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493135.976 5451161.949, 493205.773 5451154.281)",-1.0566978441507719e-15,-0.40808119535138815,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
8700 FREMLIN ST,49.2063074869082,-123.12758322361668,2021.0,SW MARINE DR,EB STOP BAR AT OAK ST (INTERSECTION),WB STOP BAR AT 70TH AVE,18.0,0,1,False,0,0,0,25,29.649847613471017,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490708.913 5450461.628, 490704.777 5450334.873)",-3.8432907323362016,0.9712772942551126,-3.364136263006617e-15,0.0,0.1072961373390558,0.0,1
8600 LAUREL ST,49.20763492091449,-123.12627508417012,2021.0,70TH AVE,OAK ST,HEATHER ST,50.0,1,0,False,0,0,0,23,34.29322918292448,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490804.471 5450631.809, 490800.281 5450459.512)",0.9156532848244208,1.866824283003658,-3.364136263006617e-15,0.0,0.09871244635193133,0.0,0
8700 AISNE ST,49.20748176974707,-123.1225221323817,2021.0,SW MARINE DR,EB STOP BAR AT OAK ST (INTERSECTION),WB STOP BAR AT 70TH AVE,50.0,1,0,False,0,0,0,15,28.685417438679135,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (491055.924 5450559.143, 491095.488 5450497.228)",0.9156532848244208,0.7852722188646007,-3.364136263006617e-15,0.0,0.06437768240343347,0.0,0
1100 W 71ST AV,49.20695976556998,-123.13289324900082,,,,,43.842981760507534,0,0,,0,0,0,9,30.943000762386305,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490352.36 5450470.631, 490288.021 5450472.228)",-1.0566978441507719e-15,1.2206816111693684,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
1100 W 72ND AV,49.20568392364191,-123.1329349212889,,,,,43.842981760507534,0,0,,0,0,0,5,23.174442809297208,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490349.319 5450328.736, 490284.493 5450330.465)",-1.0566978441507719e-15,-0.277603330041349,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
8800 OSLER ST,49.20528919301481,-123.13174137524533,2021.0,SW MARINE DR,START OF PAINTED GORE AT ARTHUR LAING BR RAMPS,EB STOP BAR AT OAK ST (INTERSECTION),29.0,0,0,False,1,0,0,4,15.01076186154028,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490404.813 5450327.259, 490402.724 5450243.874)",-2.2074037264372377,-1.8520937699317137,-3.364136263006617e-15,0.0,0.017167381974248927,0.0,4
8800 SELKIRK ST,49.204988216621096,-123.13340517451444,2021.0,SW MARINE DR,START OF PAINTED GORE AT ARTHUR LAING BR RAMPS,EB STOP BAR AT OAK ST (INTERSECTION),43.0,1,0,False,0,0,0,9,28.96171897527942,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490284.493 5450330.465, 490280.539 5450174.174)",-0.1253657189294654,0.8385611862664563,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
1300 SW MARINE DRIVE,49.20337725637111,-123.13588118368808,2021.0,SW MARINE DR,START OF PAINTED GORE AT ARTHUR LAING BR RAMPS,EB STOP BAR AT OAK ST (INTERSECTION),26.0,0,1,False,0,0,0,37,24.77089980380606,0,28.491826787418614,1,75.48647140994319,Both Sides of 1200 Block of W 75th Avenue From Hudson Street to Lane East of Hud,2025-08-08,"LINESTRING (490180.881 5450038.088, 490148.578 5450047.116, 490023.914 5450115.333)",-2.6535547280460463,0.0302977615907212,-3.364136263006617e-15,4.255733810621194,0.15879828326180256,0.0,3
6500-6600 CLARENDON ST,49.22369554655904,-123.05623620587468,,,,,43.842981760507534,0,0,,0,0,0,11,24.261840719749586,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (495906.566 5452403.496, 495903.822 5452246.423)",-1.0566978441507719e-15,-0.06788205047144528,-3.364136263006617e-15,0.0,0.047210300429184546,0.0,0
900-1000 E 55TH AV,49.21986319409746,-123.08412064723674,,,,,43.842981760507534,0,0,,0,0,0,12,27.672905205116333,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493794.85 5451902.706, 493953.813 5451898.899)",-1.0566978441507719e-15,0.5899937847588809,-3.364136263006617e-15,0.0,0.05150214592274678,0.0,0
1300 E 55TH AV,49.21958046486192,-123.07814441387455,2021.0,KNIGHT ST,N END OF SE MARINE DR OVERPASS BR DECK,NB STOP BAR AT 49TH AVE,50.0,0,0,False,0,0,1,10,32.89287957824524,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494281.654 5451869.196, 494337.323 5451868.613)",0.9156532848244208,1.5967454938910688,-3.364136263006617e-15,0.0,0.04291845493562232,0.0,0
6900 ARGYLE ST,49.220166835739576,-123.07197028246546,,,,,43.842981760507534,0,0,,0,0,0,7,25.90396308409304,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494759.786 5451956.872, 494758.521 5451910.418)",-1.0566978441507719e-15,0.24882630453835328,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
1800-1900 E 55TH AV,49.22032829395681,-123.06786259094804,,,,,43.842981760507534,0,0,,0,0,0,13,33.220068172334095,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (495015.817 5451952.124, 495100.763 5451950.512)",-1.0566978441507719e-15,1.6598488068121369,-3.364136263006617e-15,0.0,0.055793991416309016,0.0,0
1200 E 57TH AV,49.21815130342442,-123.08082969388636,,,,,43.842981760507534,0,0,,0,0,0,12,24.856663191771116,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494058.365 5451710.802, 494169.186 5451709.66)",-1.0566978441507719e-15,0.04683853961814897,-3.364136263006617e-15,0.0,0.05150214592274678,0.0,0
7200 ST. GEORGE ST,49.2189766943383,-123.09484757874986,,,,,43.842981760507534,0,0,,0,0,0,7,28.77079417547074,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493093.685 5451827.116, 493092.46 5451779.232)",-1.0566978441507719e-15,0.8017384253133417,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
800-900 E 57TH AV,49.21822006110541,-123.08662350768392,,,,,43.842981760507534,0,0,,0,0,0,17,32.4255233234452,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (493606.061 5451719.088, 493777.667 5451717.596)",-1.0566978441507719e-15,1.5066087087919624,-3.364136263006617e-15,0.0,0.07296137339055794,0.0,0
7200 BRAEBURN ST,49.21809298833975,-123.06900784161296,,,,,43.842981760507534,0,0,,0,0,0,7,28.14128074078579,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494963.503 5451724.158, 494985.831 5451681.633)",-1.0566978441507719e-15,0.6803271537267985,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
1300 E 57TH AV,49.218134990286345,-123.0781663651178,2021.0,KNIGHT ST,N END OF SE MARINE DR OVERPASS BR DECK,NB STOP BAR AT 49TH AVE,43.0,0,0,False,0,0,1,12,29.92513704188065,0,28.491826787418614,1,53.9546235411062,"Knight St - E 61st Av to E 63rd Av                
Knight St - E 57th Av to E 5",2025-06-30,"LINESTRING (494280.033 5451708.509, 494335.415 5451707.918)",-0.1253657189294654,1.0243710611487027,-3.364136263006617e-15,2.516835698116609,0.05150214592274678,0.0,3
1300 E 57TH AV,49.218129907472225,-123.07740567267244,2021.0,KNIGHT ST,N END OF SE MARINE DR OVERPASS BR DECK,NB STOP BAR AT 49TH AVE,43.0,0,0,False,0,0,1,17,27.35932048878117,0,28.491826787418614,1,0.0001032054959074,,2025-08-16,"LINESTRING (494335.415 5451707.918, 494390.823 5451707.265)",-0.1253657189294654,0.5295141872433622,-3.364136263006617e-15,-1.8404964799762256,0.07296137339055794,0.0,2
7200 ARGYLE ST,49.21832565407939,-123.07199507318398,,,,,43.842981760507534,0,0,,0,0,0,10,28.32140779074811,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (494757.378 5451754.34, 494756.929 5451703.587)",-1.0566978441507719e-15,0.715067403859829,-3.364136263006617e-15,0.0,0.04291845493562232,0.0,0
3100 E 52ND AV,49.22204521638197,-123.03974098985402,,,,,43.842981760507534,0,0,,0,0,0,15,33.41592099663984,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497049.859 5452141.448, 497162.515 5452140.015)",-1.0566978441507719e-15,1.6976220124859391,-3.364136263006617e-15,0.0,0.06437768240343347,0.0,0
3000 E 52ND AV,49.221724721430355,-123.04159330759632,,,,,43.842981760507534,0,0,,0,0,0,9,28.06801390823082,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496943.271 5452105.315, 496999.304 5452105.034)",-1.0566978441507719e-15,0.6661965270943919,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
6700 VIVIAN ST,49.22248710034637,-123.05043940579978,,,,,43.842981760507534,0,0,,0,0,0,6,25.202108662462333,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496328.006 5452213.909, 496326.384 5452166.73)",-1.0566978441507719e-15,0.11346296977256261,-3.364136263006617e-15,0.0,0.02575107296137339,0.0,0
6700 MCKINNON ST,49.22267553601584,-123.03893360848072,,,,,43.842981760507534,0,0,,0,0,0,5,26.22889433563807,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497165.764 5452231.876, 497164.264 5452189.67)",-1.0566978441507719e-15,0.3114942545051917,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,0
6700 KERR ST,49.2225032716643,-123.04116617797668,,,,,43.842981760507534,0,0,,0,0,0,11,28.86247364593463,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497004.208 5452241.393, 497000.666 5452142.024)",-1.0566978441507719e-15,0.819420210123816,-3.364136263006617e-15,0.0,0.047210300429184546,0.0,0
6600-6900 ARLINGTON ST,49.222582111834264,-123.02902946704828,,,,,43.842981760507534,0,0,,0,0,0,10,30.119766465282076,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (497915.004 5452236.696, 497912.205 5452233.713, 497911.382 5452232.83, 497907.586 5452228.667, 497903.862 5452224.438, 497900.213 5452220.145, 497896.64 5452215.789, 497893.143 5452211.372, 497889.723 5452206.894, 497886.383 5452202.356, 497883.122 5452197.762, 497879.942 5452193.111, 497876.843 5452188.405, 497873.827 5452183.646, 497870.894 5452178.835, 497868.045 5452173.974, 497865.282 5452169.065, 497862.606 5452164.107, 497860.016 5452159.103)",-1.0566978441507719e-15,1.0619083152903064,-3.364136263006617e-15,0.0,0.04291845493562232,0.0,0
1100 W 43RD AV,49.23226300890872,-123.13303070338053,,,,,43.842981760507534,0,0,,0,0,0,5,19.91807972553439,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (490342.498 5453282.918, 490287.75 5453285.872)",-1.0566978441507719e-15,-0.9056426393929963,-3.364136263006617e-15,0.0,0.02145922746781116,0.0,4
2900 KASLO ST,49.25758980044587,-123.0470284217309,2021.0,GRANDVIEW HWY,NANAIMO ST,RENFREW ST,45.0,1,0,False,0,0,0,7,33.9404141480877,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496578.041 5456103.716, 496577.951 5456081.33)",0.17206828214307351,1.7987785199520376,-3.364136263006617e-15,0.0,0.030042918454935622,0.0,0
2900-3000 SLOCAN ST,49.25710812234607,-123.04955212054958,2021.0,GRANDVIEW HWY,NANAIMO ST,RENFREW ST,50.0,1,0,False,0,0,0,9,32.10855463030273,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (496394.339 5456073.127, 496394.311 5456005.057)",0.9156532848244208,1.4454764597132566,-3.364136263006617e-15,0.0,0.03862660944206009,0.0,0
2100 BURQUITLAM DRIVE,49.20984648718877,-123.06100775821304,,,,,43.842981760507534,0,0,,0,0,0,3,32.45921710069569,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (495553.679 5450787.105, 495559.351 5450784.168)",-1.0566978441507719e-15,1.5131070678660354,-3.364136263006617e-15,0.0,0.012875536480686695,0.0,0
CAMBIE BRIDGE,49.274457806554445,-123.1157879822161,2021.0,CAMBIE ST BRIDGE,S END OF CAMBIE ST BR DECK,INTERSECTION OF NELSON AND CAMBIE BR DECKS,38.0,0,0,True,0,0,0,101,20.832046717254297,0,28.491826787418614,0,22.789989470251722,,,"LINESTRING (491477.929 5458086.327, 491591.28 5457971.933, 491597.382 5457965.739, 491603.473 5457959.039, 491608.601 5457952.802, 491611.805 5457948.584, 491614.333 5457945.055, 491617.465 5457940.408, 491620.403 5457935.732, 491623.32 5457930.733, 491626.017 5457925.738, 491628.598 5457920.555, 491630.778 5457915.803, 491633.981 5457908.029, 491635.781 5457903.119, 491636.938 5457899.694, 491638.458 5457894.789, 491639.182 5457892.253, 491640.484 5457887.27, 491642.004 5457880.493, 491643.437 5457871.259, 491645.021 5457859.281, 491645.841 5457854.052, 491646.967 5457849.049, 491647.398 5457845.907, 491648.084 5457842.332, 491648.888 5457838.601, 491649.515 5457835.954, 491650.272 5457832.993, 491650.73 5457831.307, 491651.526 5457828.532)",-0.8689507216108127,-0.7293701588725835,-3.364136263006617e-15,0.0,0.4334763948497854,0.0,4
1500 GRANVILLE ST,49.27380258118059,-123.13132230490496,2021.0,GRANVILLE ST BRIDGE ON-RAMP,N END OF HOWE ST RAMP BR DECK,END OF PAINTED GORE ON GRANVILLE ST BR SB,3.0,0,0,True,0,0,0,46,21.38738786198914,0,28.491826787418614,1,0.0,Granville Bridge,2026-01-01,"LINESTRING (490481.101 5457936.009, 490413.933 5457868.264)",-6.074045740380243,-0.6222641451934198,-3.364136263006617e-15,-1.8405048147853478,0.19742489270386265,0.0,1
