HBLOCK,latitude,longitude,pavement_Year,pavement_Road Name,pavement_From Street,pavement_To Street,pavement_length_(m),pavement_FAIR,pavement_GOOD,pavement_NO DATA,pavement_POOR,pavement_VERY GOOD,pavement_VERY POOR,streetlight_count,avg_distance_to_streetlight_meters,curb_ramp_count,avg_distance_to_curb_ramp_meters,under_construction,construction_distance,construction_location,construction_completion,geometry_text
5300 CAMOSUN ST,49.238373291126045,-123.19686786609932,,,,,,,,,,,,2,11.11089257686799,0,,False,,,,"LINESTRING (485669.678 5454001.003, 485669.188 5453946.61)"
4400 WALLACE ST,49.24736572769586,-123.19087001341867,,,,,,,,,,,,8,17.04118129032244,0,,False,,,,"LINESTRING (486109.002 5455053.106, 486108.11 5454891.645)"
4700 CAMOSUN ST,49.244084404381965,-123.19681784760317,,,,,,,,,,,,3,23.26387836230805,0,,False,,,,"LINESTRING (485674.927 5454635.12, 485674.525 5454582.281)"
4100 W 29TH AV,49.246585527325465,-123.19907493697663,,,,,,,,,,,,19,11.169201840854088,0,,False,,,,"LINESTRING (485676.822 5454848.322, 485536.803 5454849.919, 485523.383 5454854.389, 485510.533 5454862.768, 485354.632 5454982.689)"
2100 CAMBRIDGE ST,49.286618826072896,-123.06018693756741,,,,,,,,,,,,7,23.37999871416812,0,,False,,,,"LINESTRING (495584.285 5459320.551, 495661.897 5459320.196)"
2200 ETON ST,49.28751929199274,-123.05866827133792,2021.0,NANAIMO ST,XWALK NORTH OF DUNDAS ST,MCGILL ST,50.0,False,False,False,True,False,False,10,27.745844564939325,0,,False,,,,"LINESTRING (495663.62 5459420.678, 495803.598 5459420.107)"
100 N GARDEN DRIVE,49.28638493742584,-123.0577315032484,2021.0,NANAIMO ST,XWALK NORTH OF DUNDAS ST,MCGILL ST,50.0,False,False,False,True,False,False,8,26.52911074779577,0,,False,,,,"LINESTRING (495801.07 5459268.668, 495802.2 5459319.797)"
7100 MAIN ST,49.21972568686999,-123.1018460240247,,,,,,,,,,,,16,22.384044468422008,0,,False,,,,"LINESTRING (492584.776 5451934.795, 492582.321 5451839.408)"
5100 MACKENZIE ST,49.23970551435019,-123.17025764451486,,,,,,,,,,,,6,21.19670693444459,0,,False,,,,"LINESTRING (487607.011 5454143.617, 487606.586 5454090.801)"
5100 MACKENZIE ST,49.24018020868573,-123.17025345135369,,,,,,,,,,,,7,22.70357213454235,0,,False,,,,"LINESTRING (487607.434 5454196.343, 487607.011 5454143.617)"
1800 CREELMAN AV,49.27444458019728,-123.14735726737152,,,,,,,,,,,,6,24.635277817925026,0,,False,,,,"LINESTRING (489308.192 5457974.795, 489254.331 5457976.52)"
1700 BURRARD ST,49.26999923568411,-123.14553399711981,,,,,,,,,,,,14,28.789269183618305,0,,False,,,,"LINESTRING (489413.914 5457505.621, 489411.955 5457456.798)"
2600 COLUMBIA ST,49.26192837121458,-123.10950000656175,2021.0,BROADWAY AVE,CAMBIE ST,EB STOP BAR AT MAIN ST,50.0,False,False,False,True,False,False,6,26.271517916457196,0,,False,,,,"LINESTRING (492033.728 5456605.395, 492032.223 5456553.7)"
2600 ALBERTA ST,49.26195793916462,-123.1109934647532,2021.0,BROADWAY AVE,CAMBIE ST,EB STOP BAR AT MAIN ST,50.0,False,False,False,True,False,False,6,27.21501492260487,1,44.891107025698965,True,51.61663807400072,Various Locations,2027-12-02,"LINESTRING (491925.001 5456608.566, 491923.637 5456557.42)"
1700 E 22ND AV,49.25034817278296,-123.07003731200118,,,,,,,,,,,,5,29.362559918649715,0,,False,,,,"LINESTRING (494890.121 5455289.041, 494915.915 5455288.491)"
1600 E 20TH AV,49.25251880963425,-123.07103870579331,,,,,,,,,,,,5,28.944217567368003,0,,False,,,,"LINESTRING (494795.185 5455530.937, 494865.551 5455529.351)"
3700-3800 MAXWELL ST,49.25058822469506,-123.0702065903245,,,,,,,,,,,,6,27.897877552366158,0,,False,,,,"LINESTRING (494891.326 5455341.887, 494890.121 5455289.041)"
3700-3800 KNIGHT ST,49.25027060426949,-123.07609382758342,2021.0,KINGSWAY AVE,EB STOP BAR AT KNIGHT ST,EB STOP BAR AT KING EDWARD AVE,15.0,False,True,False,False,False,False,16,26.626934753920814,0,,False,,,,"LINESTRING (494462.616 5455298.073, 494461.874 5455263.064)"
3500 KNIGHT ST,49.2528219894665,-123.0760081537252,2021.0,KNIGHT ST,NB CURB LANE STOP BAR AT KINGSWAY AVE,CLARKE DR (E 14AVE),50.0,False,True,False,False,False,False,11,27.69420875925941,0,,False,,,,"LINESTRING (494469.403 5455589.328, 494468.127 5455539.072)"
3500 E 5TH AV,49.26571870079656,-123.0276452291884,2021.0,LOUGHEED HWY,X-WALK EAST OF SKEENA ST,EB STOP BAR AT BOUNDARY RD,50.0,False,False,False,False,True,False,5,12.750568825720714,0,,True,0.00010318496137664986,,2025-06-16,"LINESTRING (497926.534 5456990.523, 497937.605 5456995.601, 498051.381 5456995.937)"
100 COMMERCIAL DRIVE,49.28366371421862,-123.070335342356,,,,,,,,,,,,17,22.50636938419924,0,,False,,,,"LINESTRING (494885.075 5459012.304, 494884.473 5458972.673)"
3000 SASAMAT ST,49.2599677142492,-123.20923831751146,,,,,,,,,,,,4,25.2835346162422,0,,False,,,,"LINESTRING (484776.253 5456402.006, 484774.937 5456351.744)"
2400 COURTENAY ST,49.26524057905569,-123.20136439160909,,,,,,,,,,,,2,6.645770063958963,0,,False,,,,"LINESTRING (485350.6 5456986.102, 485349.758 5456950.85, 485349.73 5456949.831, 485349.721 5456948.81, 485349.713 5456948.034, 485349.701 5456946.7, 485349.702 5456946.646, 485349.72 5456944.659, 485349.748 5456943.64, 485349.781 5456942.437, 485349.806 5456941.529, 485349.853 5456940.509, 485350.057 5456936.921)"
2900 TOLMIE ST,49.26091872838488,-123.21224453872098,,,,,,,,,,,,4,25.11343948330823,0,,False,,,,"LINESTRING (484557.824 5456508.332, 484556.488 5456458.086)"
3800-3900 W 8TH AV,49.26528859713614,-123.18946250142416,,,,,,,,,,,,10,19.12809483676704,0,,False,,,,"LINESTRING (486340.433 5456961.46, 486091.539 5456967.754)"
200 PRINCESS AV,49.2828118184049,-123.09141161884193,,,,,,,,,,,,20,26.91488486995154,0,,False,,,,"LINESTRING (493352.6 5458924.515, 493351.122 5458874.33)"
1700 W 43RD AV,49.232571793714925,-123.14598378134892,,,,,,,,,,,,3,22.531275891452157,0,,False,,,,"LINESTRING (489401.111 5453319.722, 489343.255 5453321.201)"
2000 BLANCA ST,49.268668052266456,-123.21503985267604,,,,,,,,,,,,18,17.5805296211649,0,,False,,,,"LINESTRING (484357.495 5457393.721, 484354.945 5457296.835)"
4600 W 5TH AV,49.26820923802029,-123.21351877137118,,,,,,,,,,,,14,22.691484297948186,0,,False,,,,"LINESTRING (484578.519 5457291.083, 484354.945 5457296.835)"
3800 W 2ND AV,49.27009734571112,-123.19003495767886,,,,,,,,,,,,3,27.40066700563496,0,,False,,,,"LINESTRING (486217.011 5457498.806, 486134.352 5457499.795)"
1600 GARDEN DRIVE,49.270188561840676,-123.05800641159198,2021.0,1ST AVE,COMMERCIAL DR,NANAIMO ST,50.0,False,False,False,False,True,False,7,29.554127381080715,0,,False,,,,"LINESTRING (495780.583 5457518.833, 495779.94 5457468.54)"
1400 W 70TH AV,49.20858917495748,-123.13813278138878,2021.0,70TH AVE,GRANVILLE ST,OAK ST,50.0,True,False,False,False,False,False,12,21.086515081709717,0,,False,,,,"LINESTRING (489960.169 5450652.717, 489917.589 5450653.789)"
200 CAMBIE ST,49.28367377060082,-123.10905282528651,2021.0,HASTINGS ST,HOMER ST,HAMILTON ST,48.0,False,True,False,False,False,False,26,26.413696945428363,0,,True,7.334864045542709e-05,"Cordova St. - Richards to Gore
Powell St., Carrall to Gore
Gore Ave., Powell t",2025-10-01,"LINESTRING (492073.836 5459014.177, 492064.161 5458979.718)"
3100 COLUMBIA ST,49.257682037091435,-123.10966160252724,,,,,,,,,,,,6,25.79297889960476,0,,False,,,,"LINESTRING (492020.677 5456112.329, 492020.39 5456102.668)"
2500-2700 NOOTKA ST,49.261472522199426,-123.04015653152516,2021.0,BROADWAY AVE,RENFREW ST,RUPERT ST,50.0,False,False,False,False,True,False,12,19.11115335589271,0,,True,80.9719365499968,,2025-06-16,"LINESTRING (497078.247 5456572.438, 497078.264 5456475.318)"
800 W 70TH AV,49.20840879445838,-123.12617687257112,2021.0,70TH AVE,OAK ST,HEATHER ST,50.0,True,False,False,False,False,False,8,34.15291254155517,0,,False,,,,"LINESTRING (490814.875 5450631.55, 490804.471 5450631.809)"
2900 CLARK DRIVE,49.25801701114331,-123.07728375385837,2021.0,CLARK DR,KNIGHT ST (E 14TH AVE),12TH AVE,50.0,True,False,False,False,False,False,7,21.278129978052736,0,,False,,,,"LINESTRING (494361.69 5456169.412, 494365.934 5456158.356, 494371.725 5456146.991, 494378.673 5456136.293, 494386.701 5456126.379, 494394.388 5456118.692)"
800 SW MARINE DRIVE,49.20614479645537,-123.12664013777344,2021.0,SW MARINE DR,EB STOP BAR AT OAK ST (INTERSECTION),WB STOP BAR AT 70TH AVE,50.0,True,False,False,False,False,False,23,24.913784698715073,0,,False,,,,"LINESTRING (490798.709 5450394.866, 490752.309 5450365.232)"
4100 INVERNESS ST,49.24761272381441,-123.08005671836936,,,,,,,,,,,,3,25.165917144603736,0,,False,,,,"LINESTRING (494173.734 5454994.552, 494173.329 5454976.227)"
4500 SIDNEY ST,49.24489379670122,-123.06323286186372,2021.0,KINGSWAY AVE,EB STOP BAR AT VICTORIA DR,NANAIMO ST,50.0,False,True,False,False,False,False,6,34.32560844392003,0,,True,55.12429111105348,,2025-06-16,"LINESTRING (495399.245 5454684.06, 495396.168 5454679.873)"
3500 CAMBRIDGE ST,49.28670972334679,-123.02773475270727,,,,,,,,,,,,6,31.5943077072955,0,,False,,,,"LINESTRING (497971.624 5459329.115, 497994.535 5459329.097)"
1700 LILLOOET ST,49.26871318051107,-123.03896800078775,2021.0,1ST AVE,RENFREW ST,EB STOP BAR AT RUPERT ST,50.0,False,False,False,False,True,False,10,33.12295775730496,0,,True,0.0,E. 1st Ave and Windermere St,2026-01-01,"LINESTRING (497165.384 5457354.64, 497164.909 5457302.919)"
3700 TUPPER ST,49.25195092608521,-123.11609121926057,2021.0,CAMBIE ST,KING EDWARD AVE,16TH AVE,50.0,False,True,False,False,False,False,18,36.42664810080237,0,,False,,,,"LINESTRING (491553.067 5455522.453, 491551.22 5455432.042, 491545.997 5455422.139)"
3300 ONTARIO ST,49.25492240151067,-123.10503094656335,,,,,,,,,,,,8,21.44989420402539,0,,False,,,,"LINESTRING (492358.254 5455827.706, 492355.855 5455772.756)"
2900 SOPHIA ST,49.25860284921502,-123.09836176520622,,,,,,,,,,,,6,22.807201458769782,1,1.1394085126403517,False,,,,"LINESTRING (492843.504 5456233.83, 492842.282 5456183.639)"
500 E 10TH AV,49.26154818591529,-123.09203741917807,2021.0,BROADWAY AVE,EB CURB LANE STOP BAR AT KINGSWAY AVE,EB STOP BAR AT FRASER ST,50.0,False,False,False,False,False,True,12,27.716814773361577,0,,False,,,,"LINESTRING (493233.104 5456536.548, 493373.837 5456534.631)"
3200 W 3RD AV,49.26936961847764,-123.17642494881414,,,,,,,,,,,,10,33.38821923690111,0,,False,,,,"LINESTRING (487216.706 5457414.635, 487114.431 5457417.364)"
2200 E 45TH AV,49.229423487860544,-123.06099292102954,,,,,,,,,,,,17,33.49166824355576,0,,False,,,,"LINESTRING (495480.36 5452962.931, 495638.34 5452961.072)"
6500-6600 BERKELEY ST,49.22370431804935,-123.05770225846058,,,,,,,,,,,,11,23.836297554756513,0,,False,,,,"LINESTRING (495799.766 5452404.393, 495797.124 5452247.637)"
1800 E 47TH AV,49.22763139930856,-123.06734719450967,,,,,,,,,,,,8,22.941275884069483,0,,False,,,,"LINESTRING (495072.294 5452763.698, 495120.793 5452762.637)"
1300 E 54TH AV,49.22046493023798,-123.07920025636855,2021.0,KNIGHT ST,N END OF SE MARINE DR OVERPASS BR DECK,NB STOP BAR AT 49TH AVE,50.0,False,False,False,True,False,False,8,30.226250223218354,0,,False,,,,"LINESTRING (494207.614 5451967.905, 494257.795 5451966.715)"
1300 E 55TH AV,49.21958707756413,-123.0790883832173,2021.0,KNIGHT ST,N END OF SE MARINE DR OVERPASS BR DECK,NB STOP BAR AT 49TH AVE,50.0,False,False,False,False,False,True,5,23.769457205016487,0,,False,,,,"LINESTRING (494226.263 5451869.877, 494255.235 5451869.545)"
2200 LAKEWOOD DRIVE,49.2643415402086,-123.06198791355087,,,,,,,,,,,,6,24.425349557471197,0,,True,0.00010318685068551523,,2025-06-16,"LINESTRING (495490.446 5456868.984, 495489.734 5456818.817)"
2700 E 5TH AV,49.26572093895693,-123.04826132799384,,,,,,,,,,,,7,22.591224793571655,0,,True,0.00010318869855931861,,2025-06-16,"LINESTRING (496396.918 5456996.794, 496580.804 5456996.249)"
100 ROBSON ST,49.27805202963898,-123.11471164700122,,,,,,,,,,,,26,26.527400018947557,0,,False,,,,"LINESTRING (491638.844 5458390.067, 491674.167 5458355.101)"
700 SMITHE ST,49.28047395242151,-123.12167503369285,2021.0,SMITHE ST,SEYMOUR ST,HOWE ST,50.0,False,False,False,True,False,False,34,27.46211125682178,0,,False,,,,"LINESTRING (491168.869 5458624.513, 491132.052 5458660.732)"
700 BUTE ST,49.28691668305176,-123.12560164295846,2021.0,GEORGIA ST,DENMAN ST,SB STOP BAR AT THURLOW ST,50.0,False,False,False,True,False,False,28,22.43128038822803,0,,True,55.35805673464514,"Bute St from Haro St to Eihu Ln, Along Robson St ~50m on either side of Bute",2025-10-02,"LINESTRING (490888.981 5459382.438, 490843.148 5459336.227)"
500 BURRARD ST,49.28642967024092,-123.11806925687806,,,,,,,,,,,,17,26.449967013374465,0,,False,,,,"LINESTRING (491431.267 5459321.932, 491396.225 5459286.684)"
500 SEYMOUR ST,49.28334104248889,-123.11487797344566,2021.0,SEYMOUR ST,NB STOP BAR AT DUNSMUIR ST,NB STOP BAR AT PENDER ST,34.0,True,False,False,False,False,False,27,21.414510166824154,0,,False,,,,"LINESTRING (491684.794 5459000.397, 491605.808 5458920.774)"
700 BROUGHTON ST,49.288089988758166,-123.12966311713963,,,,,,,,,,,,16,23.640439080244377,0,,False,,,,"LINESTRING (490590.281 5459509.785, 490551.583 5459470.752)"
400 E 26TH AV,49.24736894621872,-123.09579648219948,,,,,,,,,,,,5,24.47892120603587,0,,False,,,,"LINESTRING (493003.241 5454960.075, 493052.697 5454959.166)"
4100 BALKAN ST,49.24850391763254,-123.09542418952375,,,,,,,,,,,,5,25.00139515900127,0,,False,,,,"LINESTRING (493055.637 5455107.51, 493054.81 5455064.012)"
100 W 26TH AV,49.24783332976328,-123.10947435631131,,,,,,,,,,,,7,24.824507129773036,0,,False,,,,"LINESTRING (492077.374 5455011.235, 491987.773 5455013.959)"
3100 CROWN ST,49.258561229063204,-123.19407709378665,,,,,,,,,,,,16,32.779872827065255,0,,False,,,,"LINESTRING (485879.746 5456272.683, 485876.934 5456162.465)"
2600 ONTARIO ST,49.26184078869159,-123.1049450420058,2021.0,BROADWAY AVE,CAMBIE ST,EB STOP BAR AT MAIN ST,50.0,True,False,False,False,False,False,9,21.33169519823429,0,,False,,,,"LINESTRING (492365.169 5456595.93, 492363.577 5456542.752)"
3600 MAXWELL ST,49.25228126901552,-123.07014852873735,,,,,,,,,,,,5,28.015718918565153,1,4.478915931483113,False,,,,"LINESTRING (494895.729 5455528.663, 494894.518 5455478.689)"
1000 QUEBEC ST,49.275868028877134,-123.10235453593567,2021.0,GEORGIA ST VIADUCT,GEORGIA ST (W END OF VIADUCT BR DECK),MAIN ST,12.0,False,False,False,False,True,False,29,25.311101197974352,0,,False,,,,"LINESTRING (492524.167 5458180.945, 492547.521 5458146.206, 492556.336 5458131.778, 492564.239 5458115.071, 492580.726 5458070.122)"
1000 W 38TH AV,49.23678911947072,-123.1298557501432,2021.0,OAK ST,NB STOP BAR AT 41ST AVE,KING EDWARD AVE,50.0,True,False,False,False,False,False,5,16.159594917057397,0,,False,,,,"LINESTRING (490577.764 5453785.492, 490516.496 5453788.828)"
500 E 31ST AV,49.24263155534615,-123.09351771681696,,,,,,,,,,,,4,17.40549362538477,0,,False,,,,"LINESTRING (493141.967 5454434.485, 493244.364 5454431.03)"
1000 CAMBIE ST,49.275697247677066,-123.11847210243594,2021.0,NELSON ST,MAINLAND ST,CAMBIE ST,50.0,False,False,True,False,False,False,27,22.21654660800438,0,,False,,,,"LINESTRING (491407.476 5458156.468, 491405.98 5458154.046, 491401.739 5458146.997, 491397.621 5458139.875, 491393.628 5458132.682, 491389.761 5458125.42, 491358.402 5458065.05)"
3100 MCGILL ST,49.28844376683931,-123.03840249577601,2021.0,MCGILL ST,RENFREW ST,MCGILL INTERCHANGE OVERHEAD SIGN BRIDGE,50.0,False,False,False,True,False,False,51,20.0945581469697,0,,False,,,,"LINESTRING (497045.49 5459560.634, 497055.206 5459562.134, 497057.975 5459562.563, 497060.751 5459562.943, 497063.533 5459563.275, 497066.321 5459563.559, 497069.113 5459563.793, 497071.909 5459563.979, 497074.708 5459564.116, 497077.509 5459564.205, 497080.311 5459564.244, 497083.114 5459564.234, 497085.915 5459564.176, 497088.715 5459564.068, 497091.513 5459563.912, 497094.307 5459563.707, 497097.098 5459563.453, 497099.484 5459563.194, 497099.883 5459563.151, 497102.663 5459562.8, 497105.437 5459562.401, 497108.203 5459561.953, 497110.961 5459561.457, 497113.361 5459560.982, 497113.71 5459560.913, 497116.448 5459560.321, 497119.176 5459559.681, 497121.893 5459558.994, 497124.597 5459558.26, 497127.288 5459557.479, 497129.965 5459556.65, 497132.627 5459555.775, 497135.273 5459554.854, 497137.903 5459553.887, 497140.515 5459552.874, 497143.11 5459551.815, 497145.685 5459550.711, 497148.241 5459549.563, 497150.508 5459548.499, 497198.201 5459526.35, 497320.403 5459480.253, 497368.259 5459465.015)"
1600 PINE CRESCENT,49.25566683355349,-123.14326430009127,,,,,,,,,,,,9,21.235713202541326,0,,False,,,,"LINESTRING (489652.327 5455893.079, 489622.843 5455893.798, 489617.573 5455893.845, 489612.259 5455893.8, 489606.946 5455893.663, 489601.636 5455893.433, 489596.331 5455893.11, 489591.033 5455892.695, 489585.743 5455892.187, 489580.462 5455891.587, 489575.193 5455890.895, 489569.936 5455890.111, 489564.694 5455889.235, 489559.468 5455888.268, 489554.26 5455887.21, 489549.071 5455886.062, 489543.903 5455884.823, 489538.757 5455883.494, 489533.636 5455882.075, 489528.54 5455880.566, 489523.47 5455878.97, 489518.43 5455877.285, 489513.42 5455875.512, 489508.441 5455873.653, 489503.496 5455871.706, 489498.585 5455869.674)"
500 CARDERO ST,49.29164703435825,-123.12895812440547,,,,,,,,,,,,22,23.31375089842844,0,,False,,,,"LINESTRING (490646.957 5459909.894, 490598.79 5459861.347)"
7400 LAUREL ST,49.2177486365717,-123.12610621162447,,,,,,,,,,,,9,26.67905208169885,0,,False,,,,"LINESTRING (490817.33 5451712.724, 490815.77 5451627.226)"
2200 MARSTRAND AV,49.262460229678645,-123.15653499011329,,,,,,,,,,,,30,30.0017847001759,0,,False,,,,"LINESTRING (488697.053 5456642.315, 488622.792 5456644.481, 488524.78 5456646.873)"
1200 W 75TH AV,49.20223084415692,-123.13465401403923,2021.0,SW MARINE DR,START OF PAINTED GORE AT ARTHUR LAING BR RAMPS,EB STOP BAR AT OAK ST (INTERSECTION),25.0,False,True,False,False,False,False,14,22.990829316162866,0,,True,0.0,Both Sides of 1200 Block of W 75th Avenue From Hudson Street to Lane East of Hud,2025-08-08,"LINESTRING (490211.318 5449937.459, 490189.876 5449944.427, 490189.549 5449944.548, 490189.224 5449944.675, 490188.901 5449944.808, 490188.581 5449944.946, 490188.263 5449945.09, 490187.948 5449945.239, 490187.635 5449945.394, 490187.325 5449945.554, 490187.018 5449945.72, 490186.714 5449945.891, 490186.413 5449946.067, 490186.115 5449946.248, 490185.82 5449946.435, 490185.528 5449946.627, 490185.24 5449946.824, 490184.956 5449947.025, 490184.675 5449947.232, 490184.397 5449947.444, 490184.123 5449947.66, 490183.854 5449947.881, 490183.588 5449948.107, 490183.326 5449948.338, 490183.068 5449948.573, 490182.814 5449948.812, 490182.564 5449949.055, 490182.319 5449949.303, 490182.078 5449949.556, 490181.842 5449949.812, 490181.762 5449949.901, 490172.113 5449959.674)"
600 E 49TH AV,49.22548178235966,-123.09142122379714,,,,,,,,,,,,13,33.01569662785726,0,,False,,,,"LINESTRING (493340.968 5452526.096, 493345.948 5452525.973)"
1200 GLEN DRIVE,49.274160451361375,-123.08142757636875,,,,,,,,,,,,4,21.176216462927638,0,,False,,,,"LINESTRING (494077.082 5457944.224, 494076.797 5457929.405)"
3000 PRINCE ALBERT ST,49.25775339727271,-123.08720756484675,,,,,,,,,,,,7,15.843783582586491,0,,False,,,,"LINESTRING (493650.186 5456133.712, 493655.137 5456128.619, 493654.472 5456089.634)"
2400 COMMERCIAL DRIVE,49.26256764557195,-123.06975793899059,2021.0,BROADWAY AVE,EB STOP BAR AT CLARK DR,COMMERCIAL DR,50.0,False,False,False,False,False,True,27,26.255603129244328,0,,False,,,,"LINESTRING (494924.973 5456674.779, 494924.232 5456619.598)"
1700-1800 E 12TH AV,49.259558476913234,-123.06949099771786,,,,,,,,,,,,17,24.1545213196488,0,,False,,,,"LINESTRING (494920.103 5456312.973, 494967.331 5456312.308)"
1300 KINGSWAY,49.25063758286298,-123.07705136751949,2021.0,KNIGHT ST,NB CURB LANE STOP BAR AT KINGSWAY AVE,CLARKE DR (E 14AVE),41.0,False,True,False,False,False,False,33,19.57151393351558,0,,False,,,,"LINESTRING (494323.922 5455381.601, 494449.844 5455271.1, 494461.874 5455263.064)"
2900 VICTORIA DRIVE,49.25817368945671,-123.06597290597932,,,,,,,,,,,,9,21.36310511323998,0,,False,,,,"LINESTRING (495200.243 5456208.732, 495198.887 5456108.196)"
3900 PENTICTON ST,49.24950023348315,-123.05224030134585,,,,,,,,,,,,7,28.829858497657973,0,,False,,,,"LINESTRING (496198.227 5455218.299, 496198.042 5455168.608)"
1400 NANTON AV,49.24738898170175,-123.13757828237831,2021.0,GRANVILLE ST,41ST AVE,NB STOP BAR AT KING EDWARD AVE,50.0,True,False,False,False,False,False,10,27.812834992662896,0,,False,,,,"LINESTRING (490046.708 5454965.003, 489927.513 5454968.076)"
800 W 27TH AV,49.24716491443276,-123.1235933303058,,,,,,,,,,,,7,15.054322443807846,0,,False,,,,"LINESTRING (491091.875 5454937.493, 490917.902 5454942.253)"
1500 W 29TH AV,49.24546522545964,-123.14104401765032,2021.0,GRANVILLE ST,41ST AVE,NB STOP BAR AT KING EDWARD AVE,50.0,False,False,False,False,False,True,2,8.001770102539997,0,,True,90.79773006835634,Granville St - Connaught St to W 32nd Av,2025-06-10,"LINESTRING (489776.846 5454752.04, 489692.108 5454754.24)"
1500 LAURIER AV,49.25086040226997,-123.14058623344138,2021.0,GRANVILLE ST,NB STOP BAR AT KING EDWARD AVE,NB STOP BAR AT 16TH AVE,50.0,True,False,False,False,False,False,9,22.52279697295229,0,,False,,,,"LINESTRING (489830.282 5455351.281, 489707.539 5455354.439)"
2600 HIGHBURY ST,49.26281103417283,-123.18784428714345,2021.0,10TH AVE,EB STOP BAR AT DISCOVERY ST,ALMA ST,50.0,False,False,False,False,False,True,7,28.995492481348204,0,,False,,,,"LINESTRING (486333.644 5456714.031, 486332.42 5456663.73)"
2800 HIGHBURY ST,49.26145467659532,-123.1878918473305,,,,,,,,,,,,4,23.175476452708356,0,,False,,,,"LINESTRING (486329.857 5456563.279, 486328.537 5456512.926)"
2800 DUNBAR ST,49.26139229511956,-123.18389136027878,,,,,,,,,,,,6,32.474026700924384,0,,False,,,,"LINESTRING (486620.912 5456555.575, 486619.59 5456505.329)"
2500 COLLINGWOOD ST,49.26364370530579,-123.18187200033083,2021.0,BROADWAY AVE,ALMA ST,EB STOP BAR AT BLENHEIM ST,50.0,False,False,False,False,True,False,10,29.4926971420813,0,,False,,,,"LINESTRING (486768.561 5456805.678, 486766.998 5456755.095)"
2200 DUNBAR ST,49.26645682240611,-123.18370810263134,,,,,,,,,,,,6,28.69684563960128,0,,False,,,,"LINESTRING (486636.175 5457140.05, 486633.73 5457046.839)"
2500-2600 W 20TH AV,49.25458321209361,-123.16480987112183,,,,,,,,,,,,5,17.078347606061143,0,,False,,,,"LINESTRING (488031.772 5455769.543, 487982.129 5455771.025)"
2500 W 2ND AV,49.270063172031435,-123.16331765722185,,,,,,,,,,,,10,23.96941207604864,0,,False,,,,"LINESTRING (488202.056 5457488.774, 488046.521 5457492.784, 488036.529 5457494.731)"
1300 W 64TH AV,49.21307737536293,-123.13596390452943,,,,,,,,,,,,6,24.78705461237715,0,,False,,,,"LINESTRING (490125.183 5451151.114, 490070.315 5451152.72)"
8400-8500 ADERA ST,49.209355928420635,-123.1436716307601,2021.0,SW MARINE DR,62ND AVE,EB STOP BAR AT CORNISH ST,50.0,False,False,False,False,True,False,13,26.199440604946478,0,,False,,,,"LINESTRING (489537.861 5450825.184, 489533.359 5450653.303)"
1700 W 68TH AV,49.21063686678378,-123.147461221827,2021.0,SW MARINE DR,62ND AVE,EB STOP BAR AT CORNISH ST,50.0,False,True,False,False,False,False,9,19.873787093690378,0,,False,,,,"LINESTRING (489341.824 5450880.053, 489177.918 5450884.299)"
8700 BARNARD ST,49.20638462037139,-123.14539404621125,,,,,,,,,,,,8,17.56285207021045,0,,False,,,,"LINESTRING (489423.58 5450483.586, 489421.729 5450410.365, 489376.564 5450348.216)"
1700 PARKER ST,49.27575052727327,-123.0691900385789,,,,,,,,,,,,12,27.6641988223907,0,,False,,,,"LINESTRING (494943.762 5458112.898, 494990.763 5458112.497)"
1700 KITCHENER ST,49.27213322000078,-123.06925036008253,,,,,,,,,,,,10,25.223400204216812,0,,False,,,,"LINESTRING (494938.912 5457710.858, 494986.101 5457710.269)"
1400 E 2ND AV,49.26873507689795,-123.07447560275207,2021.0,1ST AVE,CLARK DR,COMMERCIAL DR,50.0,False,False,False,False,True,False,8,20.33290728424155,0,,False,,,,"LINESTRING (494511.707 5457334.053, 494652.36 5457332.251)"
2800 TEMPLETON DRIVE,49.258809708646716,-123.06015710669982,,,,,,,,,,,,7,23.70971298928461,0,,False,,,,"LINESTRING (495623.151 5456253.91, 495622.45 5456203.725)"
2200 E 11TH AV,49.260390207547225,-123.05986230758687,,,,,,,,,,,,4,34.11497463641133,0,,False,,,,"LINESTRING (495625.206 5456404.73, 495663.574 5456404.28)"
2000 E 12TH AV,49.25951995190043,-123.06304419119449,,,,,,,,,,,,13,16.49407456106797,0,,False,,,,"LINESTRING (495342.441 5456308.838, 495483.147 5456307.056)"
3800 SIDNEY ST,49.2504852321101,-123.06256221535293,,,,,,,,,,,,5,26.440325701602454,0,,False,,,,"LINESTRING (495447.549 5455328.427, 495446.516 5455278.625)"
3500 GLADSTONE ST,49.25197273784893,-123.05917864222917,,,,,,,,,,,,5,20.95556519110557,0,,False,,,,"LINESTRING (495703.205 5455491.785, 495683.598 5455445.603)"
3800 GLENGYLE ST,49.25064332589508,-123.06366868402364,,,,,,,,,,,,6,24.826621904059262,0,,False,,,,"LINESTRING (495367.209 5455362.402, 495365.839 5455279.935)"
400 W 37TH AV,49.23708400614254,-123.11387966234751,2021.0,CAMBIE ST,41ST AVE,29TH AVE,50.0,False,True,False,False,False,False,9,30.224405375865704,0,,False,,,,"LINESTRING (491753.953 5453812.736, 491666.369 5453823.402)"
800 DUNLEVY AV,49.27736515942394,-123.09554936865145,,,,,,,,,,,,5,21.002576122379963,0,,True,58.85752142281164,"Prior St, Station, National Ave, Dunlevy Ave",2027-01-02,"LINESTRING (493051.007 5458319.303, 493049.328 5458269.269)"
